Currency,Date,Close,24h Open (USD),24h High (USD),24h Low (USD)
BTC,2018-11-12T23:00:00.000Z,6327.154696,6370.273273,6391.766568,6305.010271
BTC,2018-11-13T22:59:59.000Z,6282.438677,6327.154697,6331.487634,6245.238174
BTC,2018-11-14T22:59:58.000Z,5524.801093,6281.604411,6295.953866,5390.11663
BTC,2018-11-15T22:59:59.000Z,5511.152834,5524.764809,5692.068952,5244.694267
BTC,2018-11-16T23:00:00.000Z,5448.600634,5573.017153,5608.722588,5423.050404
BTC,2018-11-17T22:59:59.000Z,5497.411279,5513.42386,5564.028968,5466.50059
BTC,2018-11-18T23:00:00.000Z,5553.014895,5497.367784,5638.976973,5495.677822
BTC,2018-11-19T23:00:00.000Z,4800.342897,5553.014747,5610.149551,4708.864255
BTC,2018-11-20T22:59:59.000Z,4246.312774,4744.619841,4888.622712,4076.594717
BTC,2018-11-21T22:59:59.000Z,4478.299558,4364.741549,4631.902485,4250.165063
BTC,2018-11-22T23:00:00.000Z,4405.744031,4476.227244,4591.879115,4354.568649
BTC,2018-11-23T22:59:59.000Z,4329.91722,4405.744487,4405.744585,4119.999691
BTC,2018-11-24T22:59:59.000Z,3728.872648,4329.925425,4378.509892,3668.61397
BTC,2018-11-25T22:59:59.000Z,3951.205029,3788.289089,4101.999387,3447.576041
BTC,2018-11-26T22:59:58.000Z,3640.557165,3951.21152,4064.748217,3530.721646
BTC,2018-11-27T23:00:00.000Z,3792.192364,3640.937925,3830.820142,3559.324065
BTC,2018-11-28T22:59:59.000Z,4174.319972,3792.195994,4341.439922,3752.446179
BTC,2018-11-29T23:00:00.000Z,4218.608363,4220.323335,4400.462583,4082.319821
BTC,2018-11-30T22:59:59.000Z,3952.447895,4241.7447,4299.976374,3878.658101
BTC,2018-12-01T22:59:59.000Z,4178.603828,3953.521462,4251.369948,3904.394191
BTC,2018-12-02T22:59:59.000Z,4118.518242,4138.47706,4255.954021,4038.098584
BTC,2018-12-03T22:59:59.000Z,3847.032737,4092.851115,4104.858957,3755.326092
BTC,2018-12-04T22:59:58.000Z,3889.29212,3847.02046,4034.531558,3724.003343
BTC,2018-12-05T22:59:58.000Z,3713.573383,3889.292261,3913.531776,3675.541484
BTC,2018-12-06T22:59:59.000Z,3578.206624,3696.351467,3838.120977,3547.013939
BTC,2018-12-07T22:59:59.000Z,3391.874146,3578.207206,3621.501257,3201.762797
BTC,2018-12-08T23:00:00.000Z,3452.616185,3391.878176,3475.930178,3251.835797
BTC,2018-12-09T22:59:59.000Z,3507.306367,3452.588499,3642.41485,3374.366987
BTC,2018-12-10T23:00:00.000Z,3419.733768,3528.120201,3591.236734,3355.642553
BTC,2018-12-11T22:59:58.000Z,3360.946628,3409.162882,3428.100418,3294.037452
BTC,2018-12-12T22:59:59.000Z,3414.833749,3360.956191,3474.391356,3324.92518
BTC,2018-12-13T22:59:59.000Z,3263.547913,3427.049729,3435.142473,3233.263656
BTC,2018-12-14T22:59:59.000Z,3212.207081,3262.271683,3300.651394,3138.099494
BTC,2018-12-15T23:00:00.000Z,3194.962272,3212.207159,3227.86742,3122.342716
BTC,2018-12-16T22:59:58.000Z,3200.642468,3178.299355,3256.600326,3176.353015
BTC,2018-12-17T22:59:59.000Z,3478.461203,3199.176265,3579.814884,3181.701395
BTC,2018-12-18T22:59:58.000Z,3562.894946,3478.46099,3573.240335,3429.858731
BTC,2018-12-19T22:59:59.000Z,3709.316759,3664.658829,3929.098491,3642.828665
BTC,2018-12-20T22:59:59.000Z,4065.799953,3709.323532,4160.296726,3662.743439
BTC,2018-12-21T22:59:59.000Z,3824.739794,4065.773617,4164.550651,3774.323684
BTC,2018-12-22T23:00:00.000Z,3862.726329,3838.230387,3929.859591,3791.905375
BTC,2018-12-23T22:59:59.000Z,3949.794342,3862.726329,4052.230547,3862.722999
BTC,2018-12-24T22:59:58.000Z,4054.29626,3942.737776,4241.436134,3942.669448
BTC,2018-12-25T22:59:59.000Z,3767.350024,4030.003413,4045.572084,3677.043649
BTC,2018-12-26T22:59:58.000Z,3807.153022,3767.872104,3869.401164,3682.681845
BTC,2018-12-27T22:59:58.000Z,3587.198223,3809.295204,3842.311793,3571.152376
BTC,2018-12-28T22:59:58.000Z,3865.5293,3587.235351,3945.244649,3558.737717
BTC,2018-12-31T22:59:59.000Z,3689.56462,3689.972338,3690.306792,3689.47512
BTC,2019-01-01T22:59:58.000Z,3715.564441,3693.330067,3741.881855,3644.876282
